snt_id	term	difficulty	term_rank_snt	run_id	manual
G07.2_2039222427_3	Neglected by science	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_4	Attention patterns	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_4	Qualitative nature	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_4	Unsubstantiated claims	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_4	Conspiracy theories	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_4	Reverberate	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_5	Injection	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_5	False information	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_5	Interaction patterns	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_5	Classification	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_5	Measurement	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_6	Conspiracists	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_6	Intentional	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_6	False Claims	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_6	Interacting	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2039222427_6	Prone	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_1	Analysis (Score	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_1	Conspiracy (Score	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_1	Provocative (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_1	Fascinating (Score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_1	Impact (Score	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_2	Crusades	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_2	Europe	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_2	Conspiracism	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_2	Strands	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_2	Plot	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_3	Knights Templar	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_3	Freemasons	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_3	Council on Foreign Relations	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_3	Secret Societies	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_3	Conspiracy Theories	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_4	International Jewry	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_4	Conspiracy theories	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_4	World	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_5	Pipes	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_5	Fear	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_5	Agents	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_5	Revolution	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_5	Modern History	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_6	Conspiracy Theory	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_6	Hitler	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_6	Stalin	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_6	Migration	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_6	West	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_7	Conspiracy	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_7	Survey	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_7	Wakeup call	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_7	Relative	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2054367650_7	Papers	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_1	Video-sharing (Score	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_1	YouTube (Score	0	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_1	Knowledge (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_1	Information (Score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_1	Technology (Score	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_2	Scientific consensus	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_2	Misleading information	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_2	YouTube	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_2	Public communication	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_2	Valuable tools	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_3	Scientific consensus	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_3	Climate manipulation	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_3	Climate science	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_3	YouTube	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_3	Contribution	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_5	Sample	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_5	Climate	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_5	Examine	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_5	YouTube	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2253498108_5	Select	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2294382086_2	Big Data	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2294382086_2	Insights	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2294382086_2	Innovation	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2294382086_2	Artificial Intelligence	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_1	Misinformation	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_1	Social Media	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_1	Uncontrolled	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_1	Conspiracy theories	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_1	Spread	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_10	Misinformation	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_10	Observatory	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_10	Dynamics	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_10	Researchers	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_10	Journalists	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_3	Fact-checking (Score	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_3	Online claims (Score	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_3	Journalistic organizations (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_3	Conspiracy theories (Score	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_3	High-quality (Score	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_4	Cascades	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_4	Time scales	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_4	Audiences	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_4	Accurate	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_4	Inaccurate	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_5	Social dynamics (Score	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_5	Online news sharing (Score	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_5	Challenges (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_5	Study (Score	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_5	Factors (Score	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_6	Hoaxy	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_6	Misinformation	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_6	Fact-checking	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_6	Spread	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_6	Deliberately	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_7	Fake news	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_7	Fact checking	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_7	Platform	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_7	Preliminary analysis	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_7	Tweets	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_8	Aggregate	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_8	Misinformation	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_8	Fact-checking	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_8	Lag	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_8	Content	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_9	Fake news	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_9	Fact checking	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_9	Conspiracy theories	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_9	Active users	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2296706733_9	Grass-roots	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_1	Partisans (Score	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_1	Conspiracy theories (Score	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_1	Barack Obama (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_1	George W. Bush (Score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_1	Malevolent (Score	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_2	Ideological	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_2	Bias	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_2	Overcome	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_2	Thinking	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_2	Conspiracy	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_3	Unintentional	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_3	Endorsement	0	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_3	Conspiratorial	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_3	Beliefs	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_3	Dynamics	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_5	Inhibition	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_5	Movement attraction	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_5	Response movements	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_5	Competitor response	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_5	Birther conspiracy	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_6	Dynamics	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_6	General conspiracies	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_6	Political knowledge	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_6	Items	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_7	Implicit biases	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_7	Strength of competition	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_7	Asymmetrical differences	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_7	Republicans	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2402988752_7	Democrats	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_4	Extreme Value Theory	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_4	Homogeneous Poisson Process	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_4	Interarrival times	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_4	Exponential distribution	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_4	Viral posts	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_5	Poisson process	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_5	Rate parameter	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_5	Bayesian methods	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_5	Uncertainty	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_5	Conspiracy theories	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_6	Probability Distribution	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_6	Posterior	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_6	Predictive	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_6	Threshold	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2527044893_6	Interval	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_2	Homophily	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_2	Social media	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_2	Misinformation	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_2	Network	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_2	Segregated	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_3	Misinformation (Score	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_3	Fact checking (Score	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_3	Selective exposure (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_3	Limited attention (Score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_3	Rumors (Score	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_5	Selective exposure	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_5	Network segregation	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_5	Forgetting	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_5	Fact-checking	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_5	Combination	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_6	Compartmental Model	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_6	Epidemics Processes	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_6	Network	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_6	Gullible	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_6	Skeptic	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_8	Misinformation	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_8	Mitigation	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_8	Awareness	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_8	Uncontrolled	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2532284773_8	Development	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_1	Crisis event	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_1	Online Social Networks	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_1	Activity	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_1	Explode	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_1	Conspiracy theories	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_2	First responders	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_2	Content generated	0	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_2	Popular topics	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_2	Pulse and sentiment	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_2	Citizens	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_4	Terror attacks	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_4	Visual content	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_4	Large scale analysis	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_4	Popular themes	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_4	Sentiment	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_7	Sentiment	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_7	Textual content	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_7	Negative sentiment	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_7	Positive sentiment	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_7	Images	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_8	Social networks (Score	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_8	Crisis event (Score	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_8	Large scale study (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_8	Conspiracy theories (Score	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2539931556_8	Images posted (Score	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_1	OSN (Online Social Networks)	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_1	Misinformation	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_1	Leverage	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_1	Malicious entities	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_1	Impact	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_2	Misinformation	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_2	OSN	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_2	Elections	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_2	Anti-vaccines	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_2	Outcome	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_3	Validation	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_3	Society	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_3	Paramount	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_3	Information	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_3	OSN	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_4	Validation	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_4	Automatic	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_4	Wide-scale	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_4	Benefit	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_4	Tools	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_5	Automatic	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_5	Misinformation	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_5	Structural	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_5	Content	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_5	Propagation	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_6	Structural properties	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_6	Classification systems	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_6	Manipulate	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_6	Circumvent	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_6	Aim	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_7	Misinformation (Score	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_7	Fact-checked (Score	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_7	Extensive Evaluation (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_7	Conspiracy Theories (Score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_7	Facebook Posts (Score	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_8	Reverberates	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_8	Classification	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_8	Classification mechanism	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_8	F-score	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2572918643_8	Distinguish	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_1	Online Social Networks (OSNs)	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_1	Identify	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_1	Analyze	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_1	Measure	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_1	Public sentiment	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_2	Understand (Score	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_2	Networks (Score	0	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_2	Conspiracy theories (Score	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G07.2_2768838852_2	Pictures (Score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
