Order,id,token,abs_frecuency,rel_frecuency,length,number_syllables,token_possition,number_token_sentences,number_synonyms,number_hyponyms,number_hypernyms,Part_of_speech,freq_relative_word_before,freq_relative_word_after,len_word_before,len_word_after,mtld_diversity,propn,aux,verb,adp,noun,nn,sym,num,avgBert,complexity
1545,158822,población,395,0.000447731,9,3,0.459459459,111,0,0,0,1,0.001280849,0.003110311,2,2,36.09735319,0,7,14,19,21,0,0,1,-0.033788334,0.4
1546,158823,población,395,0.000447731,9,3,0.933333333,15,0,0,0,1,0.034261024,0,2,0,63,0,1,0,2,5,0,0,1,-0.034088392,0.4
1547,160084,población,395,0.000447731,9,3,0.182926829,82,0,0,0,1,6.80097E-05,8.72791E-05,5,7,71.95098039,0,6,9,13,20,0,0,2,-0.034080987,0.2
1548,138230,acuerdo,391,0.000443197,7,3,0.898305085,59,0,0,0,1,0.062481652,0.007476534,2,1,30.24456983,0,10,1,7,15,0,0,1,-0.033438715,0.2
1549,140164,acuerdo,391,0.000443197,7,3,0.105882353,85,0,0,0,1,0.000200629,0.00205616,5,2,36.90789474,0,7,11,9,18,0,0,4,-0.034139246,0.2
1550,135958,concepto,389,0.00044093,8,3,0.142857143,14,0,0,0,1,0.025177194,0.062481652,2,2,18.29333333,0,0,2,3,4,0,0,1,-0.034450902,0.2
1551,138373,concepto,389,0.00044093,8,3,0.702970297,101,0,0,0,1,0.007476534,0.009542895,1,4,51.05964798,0,8,11,9,25,0,0,1,-0.033137282,0.2
1552,139329,concepto,389,0.00044093,8,3,0.025210084,119,0,0,0,1,0.025177194,0.062481652,2,2,43.04786423,0,5,11,26,31,0,0,1,-0.033302854,0.2
1553,141190,concepto,389,0.00044093,8,3,0.989583333,96,0,0,0,1,2.49369E-05,0,12,0,74.2650143,0,7,12,15,26,0,0,1,-0.033099186,0.4
1554,147461,concepto,389,0.00044093,8,3,0.811594203,69,0,0,0,1,0.001474677,0.062481652,3,2,69,0,5,8,11,11,0,0,0,-0.033863156,0.2
1555,148445,concepto,389,0.00044093,8,3,0.043478261,69,0,0,0,1,0.001102891,0.062481652,4,2,63.77272727,1,5,4,8,16,0,0,1,-0.035355332,0.2
1556,150831,concepto,389,0.00044093,8,3,0.258426966,89,0,0,0,1,0.013905718,0.016377871,2,2,84.49074953,0,6,12,12,14,0,0,1,-0.033884104,0.2
1557,151803,concepto,389,0.00044093,8,3,0.642857143,70,0,0,0,1,0.001735381,0.062481652,7,2,57.67605634,0,2,7,10,22,0,0,1,-0.033524893,0.2
1558,152411,concepto,389,0.00044093,8,3,0.894736842,95,0,0,0,1,0.000185893,0.024604779,9,1,96.09615385,1,4,11,16,17,0,0,1,-0.033583687,0.2
1559,135250,características,387,0.000438663,15,5,0.636363636,22,0,0,0,1,0.010915558,0.003095575,3,3,45.17333333,1,0,3,4,7,0,0,2,-0.034226066,0.2
1560,136220,características,387,0.000438663,15,5,0.944444444,18,0,0,0,1,0.000799114,0,5,0,0,1,0,2,3,4,0,0,1,-0.034452333,0.2
1561,136495,características,387,0.000438663,15,5,0.2,15,0,0,0,1,0.010915558,0.062481652,3,2,31.5,0,0,1,3,4,0,0,0,-0.034470848,0.4
1562,142784,características,387,0.000438663,15,5,0.142857143,7,0,0,0,1,0.000215364,0.007842653,11,3,0,0,0,0,2,3,0,0,0,-0.031983368,0.2
1563,148112,características,387,0.000438663,15,5,0.333333333,9,0,0,0,1,0.000215364,0.007842653,11,3,0,0,0,0,2,4,0,0,1,-0.032054071,0.2
1564,152137,características,387,0.000438663,15,5,0.939393939,33,0,0,0,1,0.001051883,1.70024E-05,6,9,60.984,1,1,4,4,10,0,0,1,-0.034025214,0.2
1565,152770,características,387,0.000438663,15,5,0.228571429,70,0,0,0,1,0.000215364,0.035779907,11,3,33.87703947,2,2,4,15,23,0,0,2,-0.034503295,0.2
1566,153877,características,387,0.000438663,15,5,0.184210526,38,0,0,0,1,5.21408E-05,0.000130352,6,5,47.88,4,0,2,6,12,0,0,2,-0.034293456,0.2
1567,155129,características,387,0.000438663,15,5,0.214285714,28,0,0,0,1,6.12087E-05,0.010915558,9,3,0,4,3,2,3,6,0,0,1,-0.033361309,0.2
1568,157672,características,387,0.000438663,15,5,0.618421053,76,0,0,0,1,0.000652893,0.024604779,4,1,64.0126183,0,4,11,7,19,0,0,1,-0.033637036,0.2
1569,157722,características,387,0.000438663,15,5,0.833333333,30,0,0,0,1,0.010915558,1.36019E-05,3,9,36,0,4,2,4,4,0,0,0,-0.034750468,0.2
1570,134501,ejecutar,385,0.000436396,8,4,0.835820896,67,0,0,0,0,0.062481652,0.000715235,2,5,67,0,2,7,10,17,0,0,0,-0.033560768,0.2
1571,135754,ejecutar,385,0.000436396,8,4,0.489795918,49,0,0,0,0,0.020756563,0.008028546,1,3,48.51,3,0,6,5,15,0,0,1,-0.033865405,0.2
1572,136370,ejecutar,385,0.000436396,8,4,0.311111111,90,0,0,0,0,0.007476534,0.000477201,1,9,54.88579287,0,4,12,16,12,0,0,10,-0.034121828,0.2
1573,136895,ejecutar,385,0.000436396,8,4,0.857142857,77,0,0,0,0,3.74053E-05,0.025177194,8,2,26.28514056,5,5,4,11,19,0,0,1,-0.034003192,0.2
1574,137236,ejecutar,385,0.000436396,8,4,0.50617284,81,0,0,0,0,0.020756563,0.013905718,1,2,69.79151292,6,5,11,9,12,0,0,1,-0.03467037,0.2
1575,137277,ejecutar,385,0.000436396,8,4,0.405405405,74,0,0,0,0,0.002774796,0.010915558,5,3,73.50666667,2,2,13,7,15,0,0,1,-0.034290652,0.2
1576,137430,ejecutar,385,0.000436396,8,4,0.375,120,0,0,0,0,0.020756563,0.010915558,1,3,69.06914894,1,8,21,10,16,0,0,7,-0.033623908,0.2
1577,138381,ejecutar,385,0.000436396,8,4,0.517241379,29,0,0,0,0,0.020756563,0.016377871,1,2,47.096,0,2,4,3,9,0,0,0,-0.034054809,0.4
1578,141001,ejecutar,385,0.000436396,8,4,0,28,0,0,0,0,0,0.034261024,0,2,29.68,2,0,2,4,8,0,0,0,-0.034306794,0.2
1579,142849,ejecutar,385,0.000436396,8,4,0.06185567,97,0,0,0,0,0.062481652,0.034261024,2,2,45.35880829,6,1,9,20,28,0,0,5,-0.033626132,0.2
1580,144119,ejecutar,385,0.000436396,8,4,0.2,50,0,0,0,0,0.001529085,0.013905718,4,2,50,0,2,7,7,13,0,0,2,-0.03295412,0.2
1581,144130,ejecutar,385,0.000436396,8,4,0.86407767,103,0,0,0,0,0.020756563,0.016249786,1,3,61.27161052,6,3,16,14,18,0,0,1,-0.033793965,0.2
1582,145457,ejecutar,385,0.000436396,8,4,0.527472527,91,0,0,0,0,0.014280905,0.000868257,2,4,41.61332574,0,5,19,10,14,0,0,6,-0.033974959,0.4
1583,145683,ejecutar,385,0.000436396,8,4,0.567567568,37,0,0,0,0,0.020756563,0.014280905,1,2,42.59111111,3,1,3,8,9,0,0,0,-0.033920989,0.4
1584,145735,ejecutar,385,0.000436396,8,4,0.166666667,36,0,0,0,0,0.020756563,0.000215364,1,7,60.48,2,1,5,4,9,0,0,0,-0.035356944,0.2
1585,146021,ejecutar,385,0.000436396,8,4,0.5,52,0,0,0,0,0.062481652,5.78083E-05,2,7,63.09333333,2,0,10,8,11,0,0,0,-0.034694661,0.2
1586,148147,ejecutar,385,0.000436396,8,4,0.630434783,46,0,0,0,0,0.020756563,0.00027884,1,7,84.64,1,5,6,7,9,0,0,0,-0.033963305,0.2
1587,148676,ejecutar,385,0.000436396,8,4,0.7,30,0,0,0,0,0.001529085,0.000504405,4,7,50.4,0,1,2,4,7,0,0,0,-0.033503609,0.2
1588,149679,ejecutar,385,0.000436396,8,4,0.666666667,81,0,0,0,0,0.016377871,0.000279973,2,9,91.854,1,3,4,11,23,0,0,1,-0.033265514,0.2
1589,152286,ejecutar,385,0.000436396,8,4,0.86,100,0,0,0,0,0.035779907,0.011993512,3,3,35.20710059,0,7,14,12,23,0,0,3,-0.033868736,0.2
1590,152312,ejecutar,385,0.000436396,8,4,0.203703704,54,0,0,0,0,0.062481652,0.010915558,2,3,58.32,0,1,4,8,16,0,0,3,-0.034299581,0.4
1591,152896,ejecutar,385,0.000436396,8,4,0.625,96,0,0,0,0,0.020756563,0.004078315,1,2,35.83333333,0,9,15,13,9,0,0,8,-0.034760582,0.2
1592,152908,ejecutar,385,0.000436396,8,4,0.371794872,78,0,0,0,0,0.062481652,0.013905718,2,2,30.80078378,0,3,10,16,23,0,0,1,-0.034055595,0.2
1593,153259,ejecutar,385,0.000436396,8,4,0.930232558,43,0,0,0,0,0.020756563,0.025177194,1,2,86.28666667,1,2,7,4,8,0,0,1,-0.034642573,0.2
1594,153327,ejecutar,385,0.000436396,8,4,0.490196078,51,0,0,0,0,0.020756563,0.007476534,1,1,66.20727273,1,4,7,9,10,0,0,2,-0.034405252,0.2
1595,153569,ejecutar,385,0.000436396,8,4,0.395348837,43,0,0,0,0,0.020588805,0.011993512,2,3,47.06545455,7,1,5,8,10,0,0,0,-0.034610795,0.2
1596,154562,ejecutar,385,0.000436396,8,4,0.694444444,36,0,0,0,0,0.009542895,0.016249786,4,3,36,0,0,3,8,12,0,0,0,-0.034102777,0.2
1597,156234,ejecutar,385,0.000436396,8,4,0.868131868,91,0,0,0,0,0.020756563,0.000248235,1,4,40.69366197,0,5,8,19,28,0,0,1,-0.034391957,0.2
1598,157031,ejecutar,385,0.000436396,8,4,0.104166667,96,0,0,0,0,0.020756563,0.025177194,1,2,32.78445883,0,7,19,13,14,0,0,7,-0.033840689,0.2
1599,157125,ejecutar,385,0.000436396,8,4,0.25,4,0,0,0,0,0.000635891,0.034261024,1,2,0,0,0,1,0,1,0,0,1,-0.036902865,0.2
1600,157363,ejecutar,385,0.000436396,8,4,0.313432836,67,0,0,0,0,0.000317379,0.009542895,6,4,89.78,0,3,12,9,12,0,0,1,-0.033782791,0.2
1601,159675,ejecutar,385,0.000436396,8,4,0.72,25,0,0,0,0,0.020588805,0.011993512,2,3,43.75,1,2,2,5,8,0,0,0,-0.034560228,0.2
1602,160220,ejecutar,385,0.000436396,8,4,0.765625,64,0,0,0,0,0.000164357,0.014280905,6,2,88.22153846,2,8,10,8,10,0,0,1,-0.034426308,0.2
1603,160928,ejecutar,385,0.000436396,8,4,0.575342466,73,0,0,0,0,0.020756563,0.011993512,1,3,73.803,1,4,11,10,16,0,1,4,-0.033738012,0.2
1604,143404,derecho,380,0.000430728,7,3,0.8,45,0,0,0,1,0.001280849,4.53398E-05,2,7,63,1,2,6,4,10,0,0,0,-0.033464181,0.2
1605,151833,derecho,380,0.000430728,7,3,0.28,25,0,0,0,1,0.007842653,0.014280905,3,2,87.5,1,2,4,4,6,0,0,1,-0.034941479,0.4
1606,159308,derecho,380,0.000430728,7,3,0.059701493,67,0,0,0,1,0.001051883,0.020756563,6,1,36.47757097,1,2,11,10,19,0,0,1,-0.034728025,0.2
1607,160319,derecho,380,0.000430728,7,3,0.060606061,99,0,0,0,1,0.062481652,0.020756563,2,1,71.01900143,1,5,13,10,20,0,0,1,-0.033679169,0.2
1608,138156,actividades,379,0.000429595,11,5,0.941176471,17,0,0,0,1,0.000208563,0,7,0,40.46,0,1,1,1,7,0,0,0,-0.034511931,0.2
1609,142855,actividades,379,0.000429595,11,5,0.275862069,29,0,0,0,1,0.062481652,0.035779907,2,3,78.49333333,1,1,3,5,8,0,0,1,-0.035121607,0.2
1610,145974,actividades,379,0.000429595,11,5,0.435897436,39,0,0,0,1,1.36019E-05,0.024604779,9,1,40.794,0,2,4,8,10,0,0,0,-0.033416849,0.2
1611,146632,actividades,379,0.000429595,11,5,0.95,20,0,0,0,1,0.005819364,0,4,0,112,1,1,0,5,6,0,0,0,-0.033880938,0.6
1612,147928,actividades,379,0.000429595,11,5,0.08,25,0,0,0,1,0.010915558,0.010915558,3,3,21.14197531,0,1,2,4,8,0,0,0,-0.034501359,0.2
1613,135465,mensaje,377,0.000427328,7,3,0.072916667,96,0,0,0,1,0.013905718,0.007476534,2,1,50.02816901,0,8,14,9,16,0,0,1,-0.034075545,0.2
1614,139722,mensaje,377,0.000427328,7,3,0.078947368,76,0,0,0,1,0.007842653,0.062481652,3,2,62.32756219,0,4,7,13,22,0,0,1,-0.033826077,0.2
1615,150426,mensaje,377,0.000427328,7,3,0.56097561,82,0,0,0,1,0.007842653,0.016377871,3,2,66.92647059,3,6,4,10,22,0,0,1,-0.033241303,0.2
1616,150848,mensaje,377,0.000427328,7,3,0.142857143,28,0,0,0,1,0.000508939,0.013905718,1,2,43.904,1,1,2,5,9,0,0,1,-0.033978197,0.2
1617,152214,mensaje,377,0.000427328,7,3,0.888888889,90,0,0,0,1,0.025177194,0.003066104,2,5,40.15086207,0,6,19,5,11,0,0,1,-0.033177516,0.2
1618,155345,mensaje,377,0.000427328,7,3,0.090909091,77,0,0,0,1,0.007842653,0.034261024,3,2,50.45778816,2,2,11,9,20,0,0,1,-0.033591009,0.2
1619,156072,mensaje,377,0.000427328,7,3,0.179487179,78,0,0,0,1,0.025177194,0.035779907,2,3,79.56,0,8,9,10,16,0,0,1,-0.03396536,0.2
1620,135639,objetos,374,0.000423927,7,3,0.085106383,47,0,0,0,1,0.062481652,0.000899995,2,3,43.57087634,2,0,6,8,15,0,0,1,-0.034103991,0.2
1621,137437,objetos,374,0.000423927,7,3,0.103448276,116,0,0,0,1,0.016249786,0.062481652,3,2,52.96527778,0,5,19,14,25,0,0,2,-0.03392237,0.6
1622,138353,objetos,374,0.000423927,7,3,0.620689655,29,0,0,0,1,0.020756563,0.016249786,1,3,47.096,0,0,4,4,8,0,0,1,-0.034051867,0.4
1623,138903,objetos,374,0.000423927,7,3,0.337837838,74,0,0,0,1,0.062481652,0.035779907,2,3,127.7733333,0,4,17,8,15,0,0,1,-0.033792604,0.2
1624,138928,objetos,374,0.000423927,7,3,0.214285714,28,0,0,0,1,0.020756563,0.016377871,1,2,219.52,1,2,3,3,6,0,0,1,-0.034177932,0.2
1625,140457,objetos,374,0.000423927,7,3,0.689655172,29,0,0,0,1,0.062481652,0.007476534,2,1,39.24666667,1,4,3,4,9,0,0,0,-0.034134624,0.2
1626,140530,objetos,374,0.000423927,7,3,0.163265306,49,0,0,0,1,0.016249786,0.024604779,3,1,61.11636364,0,3,6,5,12,0,0,1,-0.034103998,0.2
1627,141162,objetos,374,0.000423927,7,3,0.363636364,33,0,0,0,1,0.004691536,0.035779907,3,3,43.56,0,3,3,1,10,0,0,1,-0.033127592,0.2
1628,142183,objetos,374,0.000423927,7,3,0.453333333,75,0,0,0,1,0.016249786,0.00032758,3,9,78.75,0,4,12,11,15,0,0,1,-0.033936303,0.6
1629,142392,objetos,374,0.000423927,7,3,0.258426966,89,0,0,0,1,1.24684E-05,0.008028546,7,3,41.3924581,1,7,11,12,24,0,0,3,-0.0335529,0.4
1630,143631,objetos,374,0.000423927,7,3,0.149253731,67,0,0,0,1,0.001804524,0.000279973,5,1,56.19354839,0,2,7,10,20,0,0,1,-0.034120791,0.2
1631,144594,objetos,374,0.000423927,7,3,0.340659341,91,0,0,0,1,0.000166624,0.024604779,11,1,49.19073303,0,9,9,12,17,0,0,1,-0.033709249,0.2
1632,153233,objetos,374,0.000423927,7,3,0.886075949,79,0,0,0,1,0.020756563,0.024604779,1,1,46.49410261,0,9,6,5,17,0,0,1,-0.033858912,0.2
1633,153345,objetos,374,0.000423927,7,3,0.142857143,91,0,0,0,1,0.020756563,0.000192694,1,8,42.75241546,0,1,7,22,27,0,0,1,-0.034066893,0.2
1634,153392,objetos,374,0.000423927,7,3,0.470588235,17,0,0,0,1,0.00032758,0.000659694,6,8,80.92,0,1,0,3,6,0,0,1,-0.034279029,0.2
1635,155934,objetos,374,0.000423927,7,3,0.953488372,86,0,0,0,1,0.000317379,0.062481652,5,2,39.4891919,0,7,14,6,18,0,0,1,-0.034625092,0.4
1636,161056,objetos,374,0.000423927,7,3,0.604395604,91,0,0,0,1,0.016249786,0.008280182,3,2,68.25,2,4,14,12,17,0,0,2,-0.033632253,0.6
1637,135471,registros,370,0.000419393,9,3,0.257575758,66,0,0,0,1,0.016249786,0.000140553,3,8,66.88,2,5,8,11,15,0,0,1,-0.033961669,0.4
1638,136945,registros,370,0.000419393,9,3,0.4375,16,0,0,0,1,0.062481652,7.02767E-05,2,11,35.84,2,0,1,3,4,0,0,1,-0.033986724,0.2
1639,137172,registros,370,0.000419393,9,3,0.96875,32,0,0,0,1,0.062481652,0,2,0,35.97176471,0,2,3,6,9,0,0,1,-0.033746252,0.2
1640,137648,registros,370,0.000419393,9,3,0.142857143,14,0,0,0,1,0.000126951,0.062481652,2,2,27.44,2,1,2,1,3,0,0,1,-0.034728532,0.4
1641,137809,registros,370,0.000419393,9,3,0.555555556,9,0,0,0,1,0.000351383,2.60704E-05,7,5,0,0,0,2,1,3,0,0,0,-0.034695427,0.2
1642,138350,registros,370,0.000419393,9,3,0.45,20,0,0,0,1,0.062481652,0.000351383,2,7,112,0,0,4,4,7,0,0,1,-0.035305472,0.2
1643,140259,registros,370,0.000419393,9,3,0.868421053,38,0,0,0,1,0.062481652,0.001359061,2,5,57.76,2,0,1,10,9,0,0,1,-0.034227877,0.2
1644,140337,registros,370,0.000419393,9,3,0.844827586,58,0,0,0,1,0.000289041,0.035779907,7,3,62.79466667,0,2,5,11,17,0,0,0,-0.03356618,0.2
1645,141439,registros,370,0.000419393,9,3,0.15942029,69,0,0,0,1,0.016249786,0.00305817,3,4,121.1890909,0,1,9,10,20,0,0,1,-0.034242055,0.2
1646,141634,registros,370,0.000419393,9,3,0.85,20,0,0,0,1,0.005819364,0.062481652,4,2,37.33333333,1,0,2,4,6,0,0,0,-0.034751306,0.2
1647,141642,registros,370,0.000419393,9,3,0.064516129,31,0,0,0,1,0.000112216,0.062481652,2,2,67.27,2,3,1,6,10,0,0,1,-0.033811341,0.2
1648,142177,registros,370,0.000419393,9,3,0.08,25,0,0,0,1,0.000111083,0.062481652,2,2,58.33333333,4,1,4,3,4,0,0,1,-0.03463808,0.4
1649,142537,registros,370,0.000419393,9,3,0.732758621,116,0,0,0,1,0.062481652,0.020588805,2,2,52.96527778,0,5,19,14,25,0,0,2,-0.03392237,1
1650,142631,registros,370,0.000419393,9,3,0.97752809,89,0,0,0,1,0.016249786,1.47354E-05,3,16,48.2582908,1,2,15,12,20,0,0,1,-0.034363485,0.2
1651,142852,registros,370,0.000419393,9,3,0.5,54,0,0,0,1,0.016249786,0.062481652,3,2,116.64,0,3,5,9,16,0,0,1,-0.033919868,0.6
1652,143271,registros,370,0.000419393,9,3,0.074074074,27,0,0,0,1,0.000138286,0.062481652,2,2,28.08,4,0,2,5,5,0,0,3,-0.034704674,0.4
1653,143499,registros,370,0.000419393,9,3,0.391304348,23,0,0,0,1,0.062481652,0.001529085,2,4,37.03,1,2,3,4,6,0,0,1,-0.034100264,0.2
1654,144448,registros,370,0.000419393,9,3,0.875,56,0,0,0,1,0.016249786,0.035779907,3,3,58.53866667,0,2,6,7,14,0,0,0,-0.034002507,0.2
1655,145134,registros,370,0.000419393,9,3,0.16,25,0,0,0,1,0.062481652,0.016249786,2,3,58.33333333,0,0,5,4,7,0,0,1,-0.034550715,0.2
1656,146437,registros,370,0.000419393,9,3,0.344262295,61,0,0,0,1,0.002188779,0.000140553,3,8,35.91900254,1,10,4,4,12,0,0,1,-0.034576498,0.2
1657,146579,registros,370,0.000419393,9,3,0.761363636,88,0,0,0,1,0.016249786,9.63471E-05,3,6,43.67051048,5,4,8,11,18,0,0,1,-0.034075786,0.2
1658,147260,registros,370,0.000419393,9,3,0.444444444,27,0,0,0,1,0.024604779,4.08058E-05,1,9,51.03,0,0,4,5,9,0,0,1,-0.034054846,0.2
1659,147692,registros,370,0.000419393,9,3,0.285714286,21,0,0,0,1,1.36019E-05,0.007476534,11,1,61.74,0,1,3,6,6,0,0,0,-0.034492916,0.2
1660,148732,registros,370,0.000419393,9,3,0.128205128,39,0,0,0,1,0.016249786,0.016249786,3,3,19.12508071,1,1,1,10,16,0,0,2,-0.033617352,0.2
1661,149072,registros,370,0.000419393,9,3,0.678571429,56,0,0,0,1,0.016249786,0.035779907,3,3,55.44,0,7,8,7,14,0,0,0,-0.034086566,0.2
1662,149144,registros,370,0.000419393,9,3,0.826086957,23,0,0,0,1,0.000486269,0.000134886,10,5,23,3,0,0,3,6,0,0,1,-0.033913282,0.2
1663,149721,registros,370,0.000419393,9,3,0.441558442,77,0,0,0,1,0.016249786,0.035779907,3,3,26.28514056,5,5,4,11,19,0,0,1,-0.034003192,0.2
1664,152367,registros,370,0.000419393,9,3,0.851851852,27,0,0,0,1,0.016249786,0.062481652,3,2,29.16,0,0,2,6,10,0,0,0,-0.033899222,0.4
1665,153755,registros,370,0.000419393,9,3,0.972972973,37,0,0,0,1,0.000130352,0,5,0,29.91187739,0,3,6,6,7,0,0,0,-0.033550716,0.2
1666,156362,registros,370,0.000419393,9,3,0.928571429,14,0,0,0,1,0.016249786,0,3,0,27.44,2,1,0,2,2,0,0,2,-0.034024742,0.2
1667,156405,registros,370,0.000419393,9,3,0.851851852,27,0,0,0,1,0.016249786,0.062481652,3,2,68.04,0,0,6,4,7,0,0,0,-0.034042573,0.4
1668,157416,registros,370,0.000419393,9,3,0.875,16,0,0,0,1,0.001500748,0.000179092,3,11,35.84,2,0,1,1,4,0,0,1,-0.036041425,0.2
1669,157512,registros,370,0.000419393,9,3,0.15625,32,0,0,0,1,0.016249786,0.016249786,3,3,71.68,1,1,4,6,11,0,0,1,-0.033801757,0.4
1670,157784,registros,370,0.000419393,9,3,0.185185185,27,0,0,0,1,0.016249786,2.72039E-05,3,8,102.06,1,1,3,5,7,0,0,1,-0.034320254,0.2
1671,157825,registros,370,0.000419393,9,3,0.785714286,14,0,0,0,1,7.59442E-05,0.000666495,1,1,0,8,0,0,2,1,0,0,1,-0.035337061,0.4
1672,157914,registros,370,0.000419393,9,3,0.05,40,0,0,0,1,0.000153022,0.062481652,2,2,112,2,3,2,9,10,0,0,1,-0.034191417,0.2
1673,158655,registros,370,0.000419393,9,3,0.9375,16,0,0,0,1,0.016249786,0,3,0,71.68,0,2,2,1,1,0,0,0,-0.034285939,0.4
1674,158892,registros,370,0.000419393,9,3,0.115942029,69,0,0,0,1,0.016249786,0.00179659,3,8,56.12686567,2,2,9,10,17,0,0,1,-0.034192422,0.4
1675,159519,registros,370,0.000419393,9,3,0.733333333,30,0,0,0,1,0.024604779,0.024604779,1,1,50.4,2,1,3,6,9,0,0,0,-0.033801747,0.2
1676,159830,registros,370,0.000419393,9,3,0.375,64,0,0,0,1,0.016249786,0.062481652,3,2,25.9776533,1,0,4,14,20,0,0,4,-0.034725453,0.4
1677,160446,registros,370,0.000419393,9,3,0.217391304,23,0,0,0,1,0.062481652,0.016249786,2,3,49.37333333,0,2,3,3,7,0,0,2,-0.033437219,0.4
1678,149645,haber,365,0.000413726,5,2,0.703703704,27,2,0,0,4,0.025177194,0.020588805,2,2,102.06,1,2,2,3,7,0,0,2,-0.033910634,0.2
1679,155800,haber,365,0.000413726,5,2,0.088495575,113,2,0,0,4,0.025177194,0.035779907,2,3,63.83043387,0,10,18,19,19,0,0,2,-0.033398084,0.2
1680,157171,haber,365,0.000413726,5,2,0.392857143,84,2,0,0,4,0.007842653,0.024604779,3,1,24.5,0,7,12,12,14,0,0,2,-0.033836655,0.2
1681,160276,haber,365,0.000413726,5,2,0.532258065,62,2,0,0,4,0.025177194,0.001280849,2,2,29.96182115,0,7,5,10,14,0,0,1,-0.033982998,0.2
1682,134486,obviamente,359,0.000406925,10,4,0.242857143,70,0,0,0,8,0.003446959,0.003110311,8,2,71.10526316,0,8,7,8,14,0,0,1,-0.032900547,0.2
1683,150487,obviamente,359,0.000406925,10,4,0.782608696,69,0,0,0,8,0.024604779,0.014280905,1,2,121.1890909,0,1,9,10,20,0,0,1,-0.034242055,0.2
1684,153150,obviamente,359,0.000406925,10,4,0.027027027,74,0,0,0,8,0.000217631,0.001789789,1,4,85.18222222,5,4,6,13,20,0,0,1,-0.033653484,0.2
1685,159347,solución,359,0.000406925,8,3,0.041666667,24,0,0,0,1,0.034261024,8.95461E-05,2,9,53.76,1,0,2,5,9,0,0,0,-0.033108442,0.4
1686,155387,área,358,0.000405791,4,1,0.736842105,19,0,0,0,1,0.000912464,0.000912464,1,1,50.54,2,0,3,2,5,0,0,4,-0.033870512,0.2
1687,136659,determinar,357,0.000404658,10,4,0.586206897,29,0,0,0,0,0.001503015,0.001357927,5,5,47.096,0,2,5,4,4,0,0,3,-0.033680606,0.2
1688,136869,determinar,357,0.000404658,10,4,0.19047619,63,0,0,0,0,0.000622289,0.005819364,5,4,63,2,1,11,13,18,0,0,1,-0.034617871,0.2
1689,138863,determinar,357,0.000404658,10,4,0.080357143,112,0,0,0,0,3.51383E-05,0.001739915,7,4,38.31344471,0,5,16,5,24,0,0,2,-0.034025422,0.2
1690,140508,determinar,357,0.000404658,10,4,0.072727273,55,0,0,0,0,0.001503015,0.024604779,5,1,38.81410256,0,4,8,8,15,0,0,1,-0.033888847,0.2
1691,145337,determinar,357,0.000404658,10,4,0.103448276,29,0,0,0,0,0.001106291,0.016249786,5,3,78.49333333,0,0,6,3,8,0,0,1,-0.032965998,0.2
1692,148296,determinar,357,0.000404658,10,4,0.333333333,33,0,0,0,0,0.000103148,0.000268638,11,6,60.984,1,1,4,4,10,0,0,1,-0.034025214,0.2
1693,150690,determinar,357,0.000404658,10,4,0.657142857,35,0,0,0,0,0.062481652,0.010915558,2,3,32.99864499,0,3,3,5,11,0,0,0,-0.033871762,0.2
1694,151459,determinar,357,0.000404658,10,4,0.8,55,0,0,0,0,0.020756563,0.013905718,1,2,46.29166667,1,5,2,7,13,0,0,0,-0.033461737,0.2
1695,154891,determinar,357,0.000404658,10,4,0.125,40,0,0,0,0,0.020756563,0.00179659,1,8,40.1495524,0,2,6,10,8,0,0,2,-0.033655191,0.2
1696,135132,producto,349,0.00039559,8,3,0.765957447,47,0,0,0,1,0.013905718,0.035779907,2,3,54.426,0,5,9,5,8,0,0,0,-0.034027639,0.2
1697,138671,producto,349,0.00039559,8,3,0.77027027,74,0,0,0,1,0.001474677,0.00018816,3,4,90.19294118,0,6,12,10,11,0,0,1,-0.033123662,0.2
1698,140697,producto,349,0.00039559,8,3,0.203389831,59,0,0,0,1,0.013905718,0.001406667,2,8,29.33377817,1,0,6,9,20,0,0,1,-0.034453715,0.2
1699,141775,producto,349,0.00039559,8,3,0.4,45,0,0,0,1,0.025177194,0.062481652,2,2,37.57425743,5,6,1,3,10,0,0,2,-0.035493505,0.2
1700,151521,producto,349,0.00039559,8,3,0.928571429,14,0,0,0,1,0.007842653,0,3,0,0,0,0,2,3,4,0,0,0,-0.034630257,0.2
1701,153842,producto,349,0.00039559,8,3,0.892473118,93,0,0,0,1,0.013905718,0.00305817,2,4,69.50997256,0,7,9,10,26,0,0,6,-0.034067405,0.2
1702,157650,producto,349,0.00039559,8,3,0.5,124,0,0,0,1,0.000129218,0.004078315,6,2,125.3129412,4,7,26,18,23,0,0,2,-0.033962382,0.2
1703,136376,relaciones,344,0.000389922,10,4,0.4,20,0,0,0,1,7.70777E-05,0.014280905,6,2,112,0,1,4,1,4,0,0,1,-0.034677465,0.4
1704,137121,relaciones,344,0.000389922,10,4,0.865384615,52,0,0,0,1,8.04782E-05,0.002188779,6,3,41.47368421,0,5,7,4,15,0,0,1,-0.035237656,0.2
1705,137179,relaciones,344,0.000389922,10,4,0.923076923,39,0,0,0,1,0.010915558,0.001804524,3,5,70.98,4,2,2,6,11,0,0,0,-0.035254692,0.2
1706,138328,relaciones,344,0.000389922,10,4,0.195121951,41,0,0,0,1,7.70777E-05,0.006528932,6,3,117.67,0,2,6,1,9,0,0,1,-0.034654471,0.2
